,Commodity,State,STATION,YEAR,MONTH,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,PRCP,SNOW,TAVG,TMAX,TMIN,SC_Group_ID,SC_Group_Desc,SC_GroupCommod_ID,SC_Geography_ID,SortOrder,SC_GeographyIndented_Desc,SC_Commodity_ID,SC_Commodity_Desc,SC_Attribute_ID,SC_Attribute_Desc,SC_Unit_ID,SC_Unit_Desc,SC_Frequency_ID,SC_Frequency_Desc,Timeperiod_Desc,Amount,date,CPI
1428,Barley,ID,USC00109303,1989,4,0,0,25.0,0,0.5,0.23,79.0,0.46,0.5,49.7,62.8,36.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,3.16,1989-04-01,123.1
1429,Barley,ID,USC00109303,1989,4,0,0,25.0,0,0.5,0.23,79.0,0.46,0.5,49.7,62.8,36.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.32,1989-04-01,123.1
1430,Barley,ID,USC00109303,1989,5,0,0,31.0,0,0.0,0.48,85.0,0.76,0.0,53.9,66.5,41.4,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.64,1989-05-01,123.7
1431,Barley,ID,USC00109303,1989,5,0,0,31.0,0,0.0,0.48,85.0,0.76,0.0,53.9,66.5,41.4,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,3.04,1989-05-01,123.7
1432,Barley,ID,USC00109303,1989,5,0,0,31.0,0,0.0,0.48,85.0,0.76,0.0,53.9,66.5,41.4,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.27,1989-05-01,123.7
1433,Barley,ID,USC00109303,1989,6,0,0,36.0,0,0.0,0.22,91.0,0.5,0.0,63.1,77.5,48.7,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.34,1989-06-01,124.1
1434,Barley,ID,USC00109303,1989,6,0,0,36.0,0,0.0,0.22,91.0,0.5,0.0,63.1,77.5,48.7,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.62,1989-06-01,124.1
1435,Barley,ID,USC00109303,1989,6,0,0,36.0,0,0.0,0.22,91.0,0.5,0.0,63.1,77.5,48.7,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.18,1989-06-01,124.1
1436,Barley,ID,USC00109303,1989,7,0,0,48.0,0,0.0,0.17,96.0,0.44,0.0,71.8,87.7,55.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.16,1989-07-01,124.5
1437,Barley,ID,USC00109303,1989,7,0,0,48.0,0,0.0,0.17,96.0,0.44,0.0,71.8,87.7,55.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.68,1989-07-01,124.5
1438,Barley,ID,USC00109303,1989,7,0,0,48.0,0,0.0,0.17,96.0,0.44,0.0,71.8,87.7,55.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.96,1989-07-01,124.5
1439,Barley,ID,USC00109303,1989,8,0,0,37.0,0,0.0,0.09,92.0,0.19,0.0,65.5,80.3,50.7,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.7,1989-08-01,124.5
1440,Barley,ID,USC00109303,1989,8,0,0,37.0,0,0.0,0.09,92.0,0.19,0.0,65.5,80.3,50.7,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,3.04,1989-08-01,124.5
1441,Barley,ID,USC00109303,1989,8,0,0,37.0,0,0.0,0.09,92.0,0.19,0.0,65.5,80.3,50.7,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.06,1989-08-01,124.5
1442,Barley,ID,USC00109303,1989,9,0,0,34.0,0,0.0,0.53,90.0,0.75,0.0,59.3,76.2,42.4,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.47,1989-09-01,124.8
1443,Barley,ID,USC00109303,1989,9,0,0,34.0,0,0.0,0.53,90.0,0.75,0.0,59.3,76.2,42.4,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.87,1989-09-01,124.8
1444,Barley,ID,USC00109303,1989,9,0,0,34.0,0,0.0,0.53,90.0,0.75,0.0,59.3,76.2,42.4,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.98,1989-09-01,124.8
1445,Barley,ID,USC00109303,1989,10,0,0,22.0,0,0.0,0.38,79.0,1.43,0.0,47.8,59.8,35.7,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.41,1989-10-01,125.4
1446,Barley,ID,USC00109303,1989,10,0,0,22.0,0,0.0,0.38,79.0,1.43,0.0,47.8,59.8,35.7,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.89,1989-10-01,125.4
1447,Barley,ID,USC00109303,1989,10,0,0,22.0,0,0.0,0.38,79.0,1.43,0.0,47.8,59.8,35.7,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.97,1989-10-01,125.4
1448,Barley,ID,USC00109303,1989,11,1,2,17.0,1,1.0,0.58,67.0,1.1,2.0,38.7,49.8,27.6,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.47,1989-11-01,125.9
1449,Barley,ID,USC00109303,1989,11,1,2,17.0,1,1.0,0.58,67.0,1.1,2.0,38.7,49.8,27.6,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.9,1989-11-01,125.9
1450,Barley,ID,USC00109303,1989,11,1,2,17.0,1,1.0,0.58,67.0,1.1,2.0,38.7,49.8,27.6,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.09,1989-11-01,125.9
1451,Barley,ID,USC00109303,1989,12,0,0,13.0,0,0.0,0.02,48.0,0.03,0.0,30.3,40.5,20.1,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.47,1989-12-01,126.3
1452,Barley,ID,USC00109303,1989,12,0,0,13.0,0,0.0,0.02,48.0,0.03,0.0,30.3,40.5,20.1,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.88,1989-12-01,126.3
1453,Barley,ID,USC00109303,1989,12,0,0,13.0,0,0.0,0.02,48.0,0.03,0.0,30.3,40.5,20.1,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.1,1989-12-01,126.3
1454,Barley,ID,USC00109303,1990,1,4,3,10.0,2,3.0,0.37,53.0,1.27,8.9,30.5,39.2,21.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.33,1990-01-01,127.5
1455,Barley,ID,USC00109303,1990,1,4,3,10.0,2,3.0,0.37,53.0,1.27,8.9,30.5,39.2,21.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.73,1990-01-01,127.5
1456,Barley,ID,USC00109303,1990,1,4,3,10.0,2,3.0,0.37,53.0,1.27,8.9,30.5,39.2,21.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.02,1990-01-01,127.5
1457,Barley,ID,USC00109303,1990,2,2,1,10.0,1,1.0,0.04,57.0,0.11,2.5,30.4,40.0,20.8,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.33,1990-02-01,128.0
1458,Barley,ID,USC00109303,1990,2,2,1,10.0,1,1.0,0.04,57.0,0.11,2.5,30.4,40.0,20.8,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.61,1990-02-01,128.0
1459,Barley,ID,USC00109303,1990,2,2,1,10.0,1,1.0,0.04,57.0,0.11,2.5,30.4,40.0,20.8,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.01,1990-02-01,128.0
1460,Barley,ID,USC00109303,1990,3,1,1,20.0,1,2.0,0.4,71.0,0.97,2.0,41.9,54.2,29.6,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.19,1990-03-01,128.6
1461,Barley,ID,USC00109303,1990,3,1,1,20.0,1,2.0,0.4,71.0,0.97,2.0,41.9,54.2,29.6,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.45,1990-03-01,128.6
1462,Barley,ID,USC00109303,1990,3,1,1,20.0,1,2.0,0.4,71.0,0.97,2.0,41.9,54.2,29.6,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.99,1990-03-01,128.6
1463,Barley,ID,USC00109303,1990,4,0,0,28.0,0,0.1,0.56,81.0,1.49,0.1,51.8,65.4,38.2,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.22,1990-04-01,128.9
1464,Barley,ID,USC00109303,1990,4,0,0,28.0,0,0.1,0.56,81.0,1.49,0.1,51.8,65.4,38.2,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.51,1990-04-01,128.9
1465,Barley,ID,USC00109303,1990,4,0,0,28.0,0,0.1,0.56,81.0,1.49,0.1,51.8,65.4,38.2,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.08,1990-04-01,128.9
1466,Barley,ID,USC00109303,1990,5,0,0,29.0,0,0.0,1.04,81.0,1.9,0.0,52.3,65.4,39.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.36,1990-05-01,129.1
1467,Barley,ID,USC00109303,1990,5,0,0,29.0,0,0.0,1.04,81.0,1.9,0.0,52.3,65.4,39.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.53,1990-05-01,129.1
1468,Barley,ID,USC00109303,1990,5,0,0,29.0,0,0.0,1.04,81.0,1.9,0.0,52.3,65.4,39.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.28,1990-05-01,129.1
1469,Barley,ID,USC00109303,1990,6,0,0,33.0,0,0.0,0.27,96.0,0.69,0.0,61.8,76.2,47.4,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.29,1990-06-01,129.9
1470,Barley,ID,USC00109303,1990,6,0,0,33.0,0,0.0,0.27,96.0,0.69,0.0,61.8,76.2,47.4,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.35,1990-06-01,129.9
1471,Barley,ID,USC00109303,1990,6,0,0,33.0,0,0.0,0.27,96.0,0.69,0.0,61.8,76.2,47.4,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.26,1990-06-01,129.9
1472,Barley,ID,USC00109303,1990,7,0,0,43.0,0,0.0,0.0,95.0,0.0,0.0,70.8,86.3,55.2,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.16,1990-07-01,130.5
1473,Barley,ID,USC00109303,1990,7,0,0,43.0,0,0.0,0.0,95.0,0.0,0.0,70.8,86.3,55.2,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.37,1990-07-01,130.5
1474,Barley,ID,USC00109303,1990,7,0,0,43.0,0,0.0,0.0,95.0,0.0,0.0,70.8,86.3,55.2,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.04,1990-07-01,130.5
1475,Barley,ID,USC00109303,1990,8,0,0,43.0,0,0.0,0.16,98.0,0.44,0.0,66.9,83.0,50.8,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.13,1990-08-01,131.6
1476,Barley,ID,USC00109303,1990,8,0,0,43.0,0,0.0,0.16,98.0,0.44,0.0,66.9,83.0,50.8,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.47,1990-08-01,131.6
1477,Barley,ID,USC00109303,1990,8,0,0,43.0,0,0.0,0.16,98.0,0.44,0.0,66.9,83.0,50.8,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.77,1990-08-01,131.6
1478,Barley,ID,USC00109303,1990,9,0,0,42.0,0,0.0,0.0,95.0,0.0,0.0,64.9,82.1,47.7,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.13,1990-09-01,132.5
1479,Barley,ID,USC00109303,1990,9,0,0,42.0,0,0.0,0.0,95.0,0.0,0.0,64.9,82.1,47.7,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.42,1990-09-01,132.5
1480,Barley,ID,USC00109303,1990,9,0,0,42.0,0,0.0,0.0,95.0,0.0,0.0,64.9,82.1,47.7,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.85,1990-09-01,132.5
1481,Barley,ID,USC00109303,1990,10,0,0,19.0,0,0.0,0.12,86.0,0.3,0.0,48.4,63.4,33.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.04,1990-10-01,133.4
1482,Barley,ID,USC00109303,1990,10,0,0,19.0,0,0.0,0.12,86.0,0.3,0.0,48.4,63.4,33.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.29,1990-10-01,133.4
1483,Barley,ID,USC00109303,1990,10,0,0,19.0,0,0.0,0.12,86.0,0.3,0.0,48.4,63.4,33.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.91,1990-10-01,133.4
1484,Barley,ID,USC00109303,1990,11,1,0,15.0,1,0.5,0.15,66.0,0.54,0.7,38.6,50.6,26.6,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.16,1990-11-01,133.7
1485,Barley,ID,USC00109303,1990,11,1,0,15.0,1,0.5,0.15,66.0,0.54,0.7,38.6,50.6,26.6,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.34,1990-11-01,133.7
1486,Barley,ID,USC00109303,1990,11,1,0,15.0,1,0.5,0.15,66.0,0.54,0.7,38.6,50.6,26.6,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.95,1990-11-01,133.7
1487,Barley,ID,USC00109303,1990,12,18,6,-23.0,5,3.0,0.16,61.0,0.65,12.0,17.4,28.7,6.0,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.13,1990-12-01,134.2
1488,Barley,ID,USC00109303,1990,12,18,6,-23.0,5,3.0,0.16,61.0,0.65,12.0,17.4,28.7,6.0,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.44,1990-12-01,134.2
1489,Barley,ID,USC00109303,1990,12,18,6,-23.0,5,3.0,0.16,61.0,0.65,12.0,17.4,28.7,6.0,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.89,1990-12-01,134.2
1490,Barley,ID,USC00109303,1991,1,9,0,-4.0,2,0.2,0.31,45.0,0.67,0.2,24.5,33.5,15.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.14,1991-01-01,134.7
1491,Barley,ID,USC00109303,1991,1,9,0,-4.0,2,0.2,0.31,45.0,0.67,0.2,24.5,33.5,15.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.24,1991-01-01,134.7
1492,Barley,ID,USC00109303,1991,1,9,0,-4.0,2,0.2,0.31,45.0,0.67,0.2,24.5,33.5,15.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.02,1991-01-01,134.7
1493,Barley,ID,USC00109303,1991,2,0,0,16.0,0,0.0,0.1,62.0,0.27,0.0,39.1,52.0,26.2,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.13,1991-02-01,134.8
1494,Barley,ID,USC00109303,1991,2,0,0,16.0,0,0.0,0.1,62.0,0.27,0.0,39.1,52.0,26.2,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.33,1991-02-01,134.8
1495,Barley,ID,USC00109303,1991,2,0,0,16.0,0,0.0,0.1,62.0,0.27,0.0,39.1,52.0,26.2,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.94,1991-02-01,134.8
1496,Barley,ID,USC00109303,1991,3,2,1,22.0,3,3.0,0.3,62.0,1.37,3.3,39.3,50.0,28.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.15,1991-03-01,134.8
1497,Barley,ID,USC00109303,1991,3,2,1,22.0,3,3.0,0.3,62.0,1.37,3.3,39.3,50.0,28.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.4,1991-03-01,134.8
1498,Barley,ID,USC00109303,1991,3,2,1,22.0,3,3.0,0.3,62.0,1.37,3.3,39.3,50.0,28.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.95,1991-03-01,134.8
1499,Barley,ID,USC00109303,1991,4,0,0,23.0,0,0.1,0.15,75.0,0.63,0.1,44.4,56.3,32.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.1,1991-04-01,135.1
1500,Barley,ID,USC00109303,1991,4,0,0,23.0,0,0.1,0.15,75.0,0.63,0.1,44.4,56.3,32.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.26,1991-04-01,135.1
1501,Barley,ID,USC00109303,1991,4,0,0,23.0,0,0.1,0.15,75.0,0.63,0.1,44.4,56.3,32.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.99,1991-04-01,135.1
1502,Barley,ID,USC00109303,1991,5,0,0,28.0,0,0.0,0.29,77.0,1.53,0.0,51.2,63.0,39.4,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.05,1991-05-01,135.6
1503,Barley,ID,USC00109303,1991,5,0,0,28.0,0,0.0,0.29,77.0,1.53,0.0,51.2,63.0,39.4,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.1,1991-05-01,135.6
1504,Barley,ID,USC00109303,1991,5,0,0,28.0,0,0.0,0.29,77.0,1.53,0.0,51.2,63.0,39.4,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.0,1991-05-01,135.6
1505,Barley,ID,USC00109303,1991,6,0,0,36.0,0,0.0,0.35,87.0,0.78,0.0,59.9,73.7,46.1,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.9,1991-06-01,136.0
1506,Barley,ID,USC00109303,1991,6,0,0,36.0,0,0.0,0.35,87.0,0.78,0.0,59.9,73.7,46.1,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.88,1991-06-01,136.0
1507,Barley,ID,USC00109303,1991,6,0,0,36.0,0,0.0,0.35,87.0,0.78,0.0,59.9,73.7,46.1,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.91,1991-06-01,136.0
1508,Barley,ID,USC00109303,1991,7,0,0,49.0,0,0.0,0.01,95.0,0.01,0.0,70.6,86.1,55.0,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.73,1991-07-01,136.2
1509,Barley,ID,USC00109303,1991,7,0,0,49.0,0,0.0,0.01,95.0,0.01,0.0,70.6,86.1,55.0,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.02,1991-07-01,136.2
1510,Barley,ID,USC00109303,1991,7,0,0,49.0,0,0.0,0.01,95.0,0.01,0.0,70.6,86.1,55.0,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.63,1991-07-01,136.2
1511,Barley,ID,USC00109303,1991,8,0,0,45.0,0,0.0,1.12,95.0,1.26,0.0,70.4,86.8,54.1,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.06,1991-08-01,136.6
1512,Barley,ID,USC00109303,1991,8,0,0,45.0,0,0.0,1.12,95.0,1.26,0.0,70.4,86.8,54.1,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.8,1991-08-01,136.6
1513,Barley,ID,USC00109303,1991,8,0,0,45.0,0,0.0,1.12,95.0,1.26,0.0,70.4,86.8,54.1,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.63,1991-08-01,136.6
1514,Barley,ID,USC00109303,1991,9,0,0,32.0,0,0.0,0.6,88.0,1.16,0.0,60.4,75.4,45.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.06,1991-09-01,137.0
1515,Barley,ID,USC00109303,1991,9,0,0,32.0,0,0.0,0.6,88.0,1.16,0.0,60.4,75.4,45.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.65,1991-09-01,137.0
1516,Barley,ID,USC00109303,1991,9,0,0,32.0,0,0.0,0.6,88.0,1.16,0.0,60.4,75.4,45.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.84,1991-09-01,137.0
